ID,MinReqsText,RecReqsText
346560,Minimum:OS: Steam compatible Linux distributionProcessor: 1.0 GHzMemory: 1 GB RAMGraphics: 128 MB OpenGL 2.0Storage: 280 MB available space,
346900,Minimum:OS: Ubuntu 10.10+ Mint 17.1+Memory: 512 MB RAMStorage: 80 MB available spaceAdditional Notes: 32- and 64-bit both supported,
346940,Minimum:Processor: x86-compatible 1.8GHz or faster processorMemory: 2 GB RAMGraphics: Modern 3D graphics card with at least 256MB of addressable memoryStorage: 10 GB available space,
346970,Minimum:Processor: Dual Core processorMemory: 1500 MB RAMGraphics: 128MB GeForce 8400 / Radeon HD 4000 series or equivalentNetwork: Broadband Internet connectionStorage: 300 MB available spaceAdditional Notes: OBEY is playable offline via LAN.,Recommended:Processor: Quad Core ProcessorMemory: 8 GB RAMGraphics: GeForce GTX 600 series / AMD Radeon HD 7000 series or betterNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Microphone headset is HIGHLY recommended.
347000,Minimum:OS: Ubuntu 14.04.2 64-bit / SteamOSProcessor: Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940Memory: 6 GB RAMGraphics: Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870Storage: 600 MB available space,
347160,,
347230,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio
347240,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio
347250,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio
347260,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio
347270,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 100 MB available spaceSound Card: Any ALSA supported card on onboard audio
347280,Minimum:Additional Notes: To be determined.,
347330,Minimum:OS: Ubuntu 12.04 (Unity2D session preferred) or Ubuntu 12.10+Processor: 2.0 GHz CPU (Dual Core recommended)Memory: 2 GB RAMGraphics: OpenGL 2.0 compatible video card with 256 MB shared or dedicated RAM (ATI or NVIDIA)Storage: 1 GB available space,
347360,,
347370,,
347430,Minimum:OS: Linux Kernel 3.0 or aboveProcessor: Core 2 Duo 1.8GHz or equivalentMemory: 512 MB RAMGraphics: 1024x768 resolutionStorage: 2 GB available spaceSound Card: On board,
347470,Minimum:OS: Ubuntu 12.04 LTS or laterProcessor: 1.4GHz or fasterMemory: 1 GB RAMGraphics: OpenGL 2.1+ GLSL 1.2+ 256 MB VRAMStorage: 750 MB available space,
347480,Minimum:OS: Ubuntu 12Processor: 2.0 GHz Dual CoreMemory: 2 GB RAMGraphics: Intel HD3000 or higher with OpenGL 2.1 supportStorage: 250 MB available spaceAdditional Notes: Java Runtime Environment 7,
347710,,
347800,Minimum:OS: Ubuntu 14.10Processor: Intel G850 Dual-Core 2.9ghz or similarMemory: 2 GB RAMGraphics: Dedicated (Non-integrated) GPU with 1GB or more video memoryStorage: 1 GB available space,
347820,Minimum:OS: 64-bit (so far tested on Ubuntu Debian openSUSE)Processor: Dual Core 2.0 GHzMemory: 1 GB RAMGraphics: GeForce GT 240Network: Broadband Internet connectionStorage: 2 GB available space,Recommended:OS: 64-bit (so far tested on Ubuntu Debian openSUSE)Processor: Quad Core 2.0 GHzMemory: 2 GB RAMGraphics: GeForce 460 GTXNetwork: Broadband Internet connectionStorage: 2 GB available space
348020,Minimum:OS: Ubuntu 11.04 or higherMemory: 4 GB RAMStorage: 640 MB available space,
348180,Minimum:Processor: 2 GHz dual coreMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
348270,Minimum:OS: Ubuntu 10.10Memory: 1 GB RAMStorage: 40 MB available space,
348360,Minimum:OS: Most 64-bit LinuxProcessor: AMD Atholon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo Processor 2.0GHz or betterMemory: 2048 MB RAMGraphics: ATI X1800 or better / nVidia 7800 or better / Intel 4100 or better. 512MB Video RAMStorage: 1024 MB available space,
348540,Minimum:OS: Ubuntu 12.04Processor: 1.66 GhzMemory: 1 GB RAMStorage: 1 GB available space,
348840,Minimum:OS: Any major Linux distroProcessor: 2 GHz or faster 32-bit (x86) or 64-bit (x64) processorMemory: 2 GB RAMGraphics: Any graphic card with at least 256 MB of dedicated memoryStorage: 300 MB available spaceSound Card: No specific sound card requiredAdditional Notes: Game has been tested mostly on Ubuntu,
349020,Minimum:OS: All DistributionsProcessor: 1 GhzMemory: 1 GB RAMStorage: 400 MB available space,Recommended:Processor: 2 GhzMemory: 2 MB RAM
349460,Minimum:OS: Ubuntu 14Memory: 200 MB RAMAdditional Notes: Java Runtime (JRE or OpenJDK) is needed to run the game. Steam Achievements currently not supported on Linux.,Recommended:OS: Ubuntu 14 or laterMemory: 200 MB RAMAdditional Notes: Java Runtime (JRE or OpenJDK) is needed to run the game. Steam Achievements currently not supported on Linux.
349680,Minimum:OS: Ubuntu 12.04Processor: Pentium III 1GHz or betterMemory: 256 MB RAMGraphics: NDIVIA Geforce series AMD(ATI) Radeon seriesStorage: 120 MB available spaceSound Card: DirectSound-compatible Sound Card,
349690,Minimum:OS: Ubuntu 12.04Processor: Intel Pentium3 1GHz or betterMemory: 256 MB RAMGraphics: NDIVIA Geforce series AMD(ATI) Radeon seriesStorage: 110 MB available spaceSound Card: DirectSound-compatible Sound Card,
349890,Minimum:Processor:Intel(r) Pentium 4 / 2.0GHzMemory:1 GB RAMGraphics:DirectX 9.0c compatible card 128MB of VRAM,
350000,Minimum:OS: Ubuntu/MintProcessor: <5 years oldMemory: 4 GB RAMGraphics: OpenGL Core 3.2+Storage: 300 MB available space,
350010,Minimum:OS: Ubuntu 12.04 (32/64bit)Processor: 1.5 GHzMemory: 512 MB RAMGraphics: 128 MB VRAMStorage: 1 GB available space,Recommended:OS: Ubuntu 12.04 (32/64bit)Processor: 2 GHzMemory: 1 GB RAMGraphics: 256 MB VRAMStorage: 1 GB available space
350050,Minimum:OS: Ubuntu 12.04 or later,
350090,Minimum:OS: UbuntuProcessor: 2 GHzMemory: 688 MB RAMStorage: 500 MB available space,Recommended:OS: UbuntuMemory: 2 GB RAM
350150,Minimum:OS: Tested on UbuntuGraphics: Radeon HD 6570 / Mobility Radeon HD 5850. Shader model 3.0.Network: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Broadband is only required for Internet play.,Recommended:OS: Tested on UbuntuGraphics: Radeon HD 5750 / Radeon HD 6750MNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Broadband is only required for Internet play.
350210,Minimum:OS: SteamOSProcessor: Intel Core i3 ProcessorMemory: 4 GB RAMGraphics: NVIDIA(r) GeForce(r) GTX GPU 2GB GDDR5Storage: 240 MB available spaceAdditional Notes: Steam Controller required for multiplayer.,Recommended:OS: SteamOSProcessor: Intel Core i5 ProcessorMemory: 8 GB RAMGraphics: NVIDIA(r) GeForce(r) GTX GPU 2GB GDDR5Storage: 240 MB available spaceAdditional Notes: Steam Controller required for multiplayer.
350440,,
350490,Minimum:Processor: 1 GhzMemory: 512 MB RAMStorage: 50 MB available space,
350710,Minimum:OS: Ubuntu 13Processor: 1.5 GHzMemory: 1024 MB RAMGraphics: Pixel Shaders 2,
350740,Minimum:OS: UbuntuProcessor: Any processor with 2 coresMemory: 4 GB RAMStorage: 1 GB available spaceAdditional Notes: Gamepad highly recommended,
351060,Minimum:OS: Ubuntu 12 or equivalent 32BitProcessor: Intel Core(tm) Duo or fasterMemory: 2 GB RAMGraphics: Direct X 9.0c compliant video card with at least 512MbStorage: 162 MB available spaceAdditional Notes: Subject to change.,
351100,Minimum:OS: Ubuntu 14.04Processor: 1.7 GHz Dual CoreMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 650TiNetwork: Broadband Internet connectionStorage: 2 GB available spaceAdditional Notes: 16:9 recommended,
351140,Minimum:OS: Ubuntu 10.10 or higherProcessor: Any dual core processorMemory: 2 GB RAMGraphics: ATI/Nvidia videocard with at least 256MB; Intel HD4000DX9Network: Broadband Internet connectionStorage: 1 GB available space,Recommended:OS: Ubuntu 10.10 or higherProcessor: Any dual core processorMemory: 2 GB RAMGraphics: ATI/Nvidia videocard with at least 512MBNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Game controller recommended
351300,Minimum:OS: Ubuntu 12.04+Processor: Intel Pentium G3220 @ 3.00GHz or equivalent AMD processor and aboveMemory: 2 GB RAMGraphics: 1 GB nVidia Geforce GT460 or equivalent 500 MB ATI HD4850 or equivalentStorage: 2 GB available spaceAdditional Notes: Minimum Resolution: 1024 x 768,Recommended:OS: Ubuntu 12.04+Processor: Intel i5 dual Core 3.2 GHzMemory: 4 GB RAMGraphics: 1 GB nVidia Geforce GT460 or equivalent 500 MB ATI HD4850 or equivalentStorage: 2 GB available spaceAdditional Notes: Minimum Resolution: 1024 x 768
351330,Minimum:OS: Ubuntu 14.04+ or compatibleProcessor: 500 MHzMemory: 1 GB RAMGraphics: 256 MBStorage: 250 MB available spaceSound Card: Optional,Recommended:Processor: 1 GHzMemory: 4 GB RAMGraphics: 1 GBStorage: 1 GB available spaceSound Card: Yes
351450,Minimum:OS: Ubuntu/SteamOSProcessor: the metal part of a toaster when its being heatedMemory: 2 GB RAMGraphics: the thing that heats the metal part of the toasterSound Card: something that makes noise,Recommended:OS: Ubuntu/SteamOSProcessor: Post 2010 CPUGraphics: something that can do openGL - post 2010 preferredSound Card: something that makes pretty noises
351480,Minimum:OS: All distributionsProcessor: 1 GHzMemory: 1 GB RAMStorage: 1 GB available space,Recommended:Processor: 2 GHzMemory: 2 GB RAM
351490,Minimum:OS: AnyProcessor: 1 GhzMemory: 1 GB RAMStorage: 125 MB available space,
351700,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1 GHzMemory: 512 MB RAMGraphics: 800x600 OpenGL 2.0Storage: 1 GB available space,
351720,Minimum:OS: Ubuntu 14.04 LTS or newerProcessor: Intel 1.5 GHzMemory: 1 GB RAMStorage: 300 MB available space,Recommended:OS: Ubuntu 14.04 LTS or newerProcessor: Intel 1.5 GHzMemory: 1 GB RAMStorage: 300 MB available space
351730,Minimum:OS: Ubuntu 10.10+ SteamOS+Graphics: Graphics card: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.Storage: 600 MB available space,
351790,Minimum:OS: Ubuntu Debian Slackware 64bitProcessor: 1GHzMemory: 1 GB RAMStorage: 250 MB available spaceSound Card: OptionalAdditional Notes: Qt5 libraries must be installed,
351810,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio
351820,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio
351910,Minimum:OS: Ubuntu 15.04 (64 bit only)Processor: Dual-core Intel or AMD 2.5 GHz or fasterMemory: 4 GB RAMGraphics: NVIDIA GeForce 8800 GT or Radeon HD2900 series card or better (DirectX10 card or better)Storage: 3 GB available spaceSound Card: Sound Card with Latest Drivers,
352010,Minimum:OS: Ubuntu 12.04Processor: 1.66 GhzMemory: 1 GB RAMStorage: 1 GB available space,
352050,Minimum:OS: Ubuntu 12.04+ SteamOS+Processor: SSE2 instruction set supportMemory: 1 GB RAMGraphics: DX9 (shader model 2.0) capabilitiesStorage: 200 MB available space,
352080,Minimum:Processor: 2 GHz dual coreMemory: 4 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
352170,Minimum:Processor: Intel(r) Pentium Dual Core 1.5GHz or equivalentMemory: 1 GB RAMGraphics: NVIDIA GeForce 9600 GT or equivalentStorage: 300 MB available spaceAdditional Notes: OpenGL version 1.2,Recommended:Processor: NVIDIA GeForce GTX 470 or equivalentMemory: 1 GB RAMGraphics: NVidia 250 GT Intel HD 4000Storage: 300 MB available spaceAdditional Notes: OpenGL version 3.3
352210,Minimum:OS: Ubuntu 12.04Processor: 2 GHzMemory: 512 MB RAMGraphics: OpenGL 2.1 / Shader Model 2.0Storage: 50 MB available space,
352240,Minimum:Memory: 1 GB RAMGraphics: Open GL 2.0Storage: 100 MB available space,
352360,Minimum:OS: glibc 2.11 or newerProcessor: 1.80GHz ProcessorMemory: 2 GB RAMGraphics: AMD or NVIDIA graphics with 512MB of VRAM or betterStorage: 2 GB available space,
352370,Minimum:OS: Ubuntu 12.x or aboveMemory: 2 GB RAMStorage: 1 GB available space,Recommended:OS: Ubuntu 12.x or aboveMemory: 4 GB RAMStorage: 1 GB available space
352440,Minimum:Processor: 2 GHz dual coreMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
352450,Minimum:Memory: 3 GB RAM,Recommended:Memory: 3 GB RAM
352610,Minimum:OS: x86/x86_64Processor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 400 MB available space,
352720,Minimum:OS: TBA,Recommended:OS: TBA
352740,Minimum:Processor: 1GhzMemory: 512 MB RAMStorage: 121 MB available space,
352780,Minimum:OS: Ubuntu 12.04+ or equivalentProcessor: Intel Pentium 4Memory: 1 GB RAMStorage: 300 MB available space,
352790,Minimum:OS: Ubuntu 14Processor: Core 2 Duo or higherMemory: 2 GB RAMGraphics: Shader Model 2.0Storage: 300 MB available space,
352890,Minimum:OS: Ubuntu 12.04Processor: 2.2 GHz Dual Core CPUMemory: 2 GB RAMGraphics: GeForce 8600 GS ATI Radeon HD 3600 Series with proprietary drivers!Storage: 510 MB available spaceSound Card: Sound Card with Latest Drivers,Recommended:OS: Ubuntu 14.04Processor: 2.7 GHz Dual Core CPUMemory: 4 GB RAMGraphics: GeForce GT 445M ATI Radeon 6750 or better and with proprietary drivers!Storage: 510 MB available spaceSound Card: Sound Card with Latest Drivers
352960,Minimum:OS: Ubuntu 10.10+ SteamOS+Processor: Dual Core 2.4 GHzMemory: 2 GB RAMGraphics: Shader Model 3.0 256MBStorage: 1700 MB available spaceSound Card: Integrated,Recommended:OS: Ubuntu 10.10+ SteamOS+Memory: 4 GB RAMGraphics: Shader Model 3.0 512MBStorage: 1700 MB available spaceSound Card: Integrated
353090,Minimum:OS: 32-bit Linux (or 64-bit Linux with 32-bit drivers)Memory: 1024 MB RAMStorage: 220 MB available space,
353130,Minimum:OS: Most modern 64bit Linux distributionsProcessor: Dual-Core 2.4 GHzMemory: 4 GB RAMGraphics: 1024 MB Graphics CardStorage: 4 GB available spaceAdditional Notes: 1280 x 720 or Higher Resolution,
353330,Minimum:OS: x86/x86_64Processor: 1GhzMemory: 1 GB RAMGraphics: DirectX or OpenGL compatible cardStorage: 300 MB available space,
353340,Minimum:OS: Ubuntu 10.10+ SteamOS+Processor: Intel Atom N270 1.6GHz (single core)Memory: 2 GB RAMGraphics: DX9 CapableStorage: 79 MB available space,
353540,Minimum:OS: Ubuntu 12.04+ SteamOS+Processor: 1.8 GhzGraphics: SM2-compatible card ( generally everything made since 2004 should work )Storage: 500 MB available space,
353560,Minimum:OS: Ubuntu 12.04,
353630,Minimum:OS: Ubuntu 12.04 LTS (32bit) or newerProcessor: AMD Athlon X2 4800+ (2 * 2500 Mhz) or Intel Core 2 Duo (2 * 2600 Mhz) or higherMemory: 4 GB RAMGraphics: Intel HD Graphics 4600 ATI Radeon HD 3850 (512 MB) NVIDIA GeForce GTS 250 (512 MB) or higherStorage: 900 MB available space,
353640,Minimum:OS: Ubuntu 10.10+ or SteamOS+Processor: 2.2 GHz CPUMemory: 2 GB RAMGraphics: ATI Radeon HD 2400 or NVIDIA GeForce 7600 or betterStorage: 1 GB available space,
354200,Minimum:OS: LinuxProcessor: AnyMemory: 256 MB RAMGraphics: AnyStorage: 200 MB available spaceSound Card: AnyAdditional Notes: Aberoth is online only an internet connection is required to play.,
354230,Minimum:OS: Ubuntu 12.04 LTSProcessor: 1.6 GHz DualCoreMemory: 1 GB RAMGraphics: 256 MB 3D Graphics Card with OpenGL supportStorage: 500 MB available space,
354240,,
354400,Minimum:OS: Ubuntu 14.04Memory: 2 GB RAMStorage: 1 GB available space,
354480,Minimum:OS: Ubuntu 10.10 or later although other unsupported distros may workProcessor: 2.4Ghz CPUMemory: 3 GB RAMGraphics: Screen resolution at least 720px high and 1024px wide.Storage: 1 GB available space,
354510,,
354520,,
354530,,
354540,,
354550,,
354560,Minimum:Processor: 512 MB DirectX(r) 9.0c-compliant with Shader Model 3.0 or higherMemory: 4 GB RAMStorage: 250 MB available space,
354810,Minimum:OS: xUbuntu 12.04Processor: i3Memory: 1 GB RAMStorage: 750 MB available space,Recommended:Processor: i5Memory: 2 GB RAMStorage: 1 GB available space
354860,Minimum:Processor: 1.6 GhzMemory: 2 GB RAMStorage: 3 GB available space,Recommended:Processor: 1.6 GhzMemory: 2 GB RAMStorage: 3 GB available space
354930,Minimum:OS: N/AProcessor: 1 Ghz dual core processorMemory: 512 MB RAMGraphics: OpenGL 2.1 compatible GPUStorage: 600 MB available spaceSound Card: Any Sound Card,
355010,Minimum:OS: Ubuntu 12.04+Memory: 1 GB RAMStorage: 1 GB available space,
355050,Minimum:OS: Ubuntu 12.04+ 32/64 - bit / SteamOS+Processor: Core 2 Duo - 2.4 GHz or AMD equivalentMemory: 2 GB RAMGraphics: OpenGL 2.1+ compatible graphics cardStorage: 400 MB available spaceAdditional Notes: At least one game controller to play local co-op mode.,
355080,Minimum:OS: Ubuntu 14 or above or other Linux distro compatibleMemory: 2048 MB RAMGraphics: OpenGL-capable graphics card with valid driverStorage: 30 MB available space,
355100,,
355150,Minimum:OS: Ubuntu 10.04+ SteamOSProcessor: Dual-core 1.2gHzMemory: 1 GB RAMGraphics: GPU that supports Shader Model 3 and depth texturesStorage: 130 MB available spaceSound Card: Yes,
355180,Minimum:OS: Ubuntu 12.04Processor: Dual core from Intel or AMD at 2.8 GHzMemory: 2 GB RAMGraphics: nVidia GeForce 8 series or better ATI/AMD Radeaon HD2600/3600 (Graphic Drivers: nVidia 310 AMD 12.11) OpenGL 2.1Network: Broadband Internet connectionStorage: 4 GB available spaceSound Card: OpenAL Compatible Sound Card,
355190,Minimum:OS: AnyProcessor: i5Memory: 8 GB RAMGraphics: Nvidia 500 series and upNetwork: Broadband Internet connectionAdditional Notes: 64 Bit OS required,
355350,Minimum:OS: Debian 8 or higherProcessor: Dual Core; 1.6GHzMemory: 2 GB RAMGraphics: NVIDIA(r) ION(tm) GraphicsStorage: 2 GB available space,
355410,Minimum:OS: Ubuntu 12.04Processor: 2.2 GHz Dual CoreMemory: 512 MB RAMStorage: 30 MB available space,
355530,Minimum:OS: Ubuntu 12.04 or higherMemory: 256 MB RAMGraphics: Radeon HD 2400 or comparableStorage: 100 MB available space,
355680,Minimum:Processor: Quad CoreMemory: 4 GB RAMGraphics: Intel HD 4000Storage: 1 GB available space,
355810,Minimum:OS: Ubuntu 14.04Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 300 MB available space,
355910,Minimum:OS: Ubuntu 12.04 LTSProcessor: 2 GHzMemory: 1 GB RAMSound Card: Standard Audio,
355970,Minimum:OS: Ubuntu (14.04+ tested) Manjaro Arch Linux etc. (64-bit only)Processor: Intel i5 1.8 GHz or AMD equivalentMemory: 4 GB RAMGraphics: Any recent NVIDIA or AMD card (NVIDIA proprietary 352+ drivers tested)Storage: 600 MB available spaceAdditional Notes: Beta version - please visit discussion forum for more info,
355980,Minimum:OS: Ubuntu 10.10Processor: Core 2 DuoMemory: 2 GB RAMGraphics: Graphic Card with at least 256MB of VRAMStorage: 100 MB available space,Recommended:OS: Ubuntu 10.10 or HigherProcessor: 2.4 GHz Quad Core 2.0 (or higher)Memory: 4 GB RAMGraphics: Graphic Card with at least 512MB of VRAMStorage: 300 MB available spaceSound Card: Yes
356000,Minimum:OS: Ubuntu 12.04,
356040,Minimum:OS: Ubuntu 12.04 64-bit / Ubuntu 14.04 32-bit or laterProcessor: Dual Core CPU or higherMemory: 2 GB RAMGraphics: GeForce 7800 AMD HD 4600 Intel HD Graphics 3000 or aboveStorage: 650 MB available space,
356050,Minimum:OS: Ubuntu 14.04 or laterProcessor: Quad Core CPUMemory: 4 GB RAMGraphics: GeForce GTS 450 / Radeon HD 6770Storage: 1 GB available spaceAdditional Notes: Compatible controllers for Linux / Steam OS are the Sony Dualshock 4 controller. Other controllers may well work but have not been thoroughly tested.,
356070,Minimum:OS: Ubuntu 12.04 or laterProcessor: 2.4 GHz Intel Core 2 Duo or betterMemory: 1 GB RAMStorage: 500 MB available spaceAdditional Notes: PS4 or Xbox 360 Controller,Recommended:OS: Ubuntu 12.04 or laterProcessor: 2.8 GHz Intel Core 2 Duo or betterMemory: 2 GB RAMStorage: 500 MB available spaceAdditional Notes: PS4 or Xbox 360 Controller
356090,Minimum:OS: Ubuntu 10.4Processor: Core 2 Duo processorMemory: 2 GB RAMGraphics: Intel HD 4000Storage: 1 GB available space,
356100,Minimum:OS: Linux Ubuntu 12.04 or laterProcessor: 2.0 GHzMemory: 2 GB RAMGraphics: 512 MBNetwork: Broadband Internet connectionStorage: 512 MB available space,
356170,Minimum:Processor: 2GHzMemory: 1 GB RAMGraphics: 512MBStorage: 256 MB available space,
356200,Minimum:OS: Linux 2.6+ w/ glibc 2.3+Processor: Pentium 2 compatibleMemory: 64 MB RAMGraphics: OpenGL 2.0Storage: 20 MB available spaceSound Card: SDL compatible,Recommended:OS: Linux 3.0 w/ glibc 2.15+Processor: x86_64 compatibleMemory: 512 MB RAMGraphics: OpenGL 2.1 w/ ARB_framebuffer_blitStorage: 20 MB available spaceSound Card: SDL compatible
356210,Minimum:OS: Ubuntu 14.04 LTSProcessor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio,Recommended:OS: Ubuntu 14.04 LTSProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 100% OpenGL accelerated card or onboard graphicsStorage: 800 MB available spaceSound Card: Any ALSA supported card on onboard audio
356250,Minimum:OS: Ubuntu 12.04 64-bit or higherMemory: 2 GB RAMGraphics: 3D graphics card or integrated graphics chip with OpenGL 3.0 supportStorage: 400 MB available space,
356380,Minimum:OS: Ubuntu 14.04Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 300 MB available space,Recommended:OS: Ubuntu 14.04Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 300 MB available space
356390,Minimum:OS: Ubuntu 14.04Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 350 MB available space,Recommended:OS: Ubuntu 14.04Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 350 MB available space
356420,Minimum:OS: glibc 2.15+ 32/64-bit. S3TC support is NOT required.Processor: 1GHzMemory: 1 GB RAMGraphics: OpenGL 3.0 support (2.1 with ARB extensions acceptable)Network: Broadband Internet connectionStorage: 450 MB available space,
356530,Minimum:OS: x86 or compatibleMemory: 256 MB RAMStorage: 250 MB available spaceAdditional Notes: Note: 32-bit compatibility libraries required on AMD64 and x86-64,
356570,Minimum:OS: Ubuntu 14.04 LTSProcessor: Pentium 4Memory: 1024 MB RAMGraphics: GeForce 9400Storage: 1 GB available space,
356790,Minimum:OS: Ubuntu 14.04 LTSProcessor: Dual-core Intel or AMD processor 2.5 GHz or fasterGraphics: nVidia Geforce 1 GB GDDR5 or greater 900 MHz memory speed (AMD/ATI NOT RECOMMENDED)Storage: 1300 MB available spaceAdditional Notes: The state of AMD/ATI drivers on Ubuntu & LinuxMint with games is not great. As a result UE4.7.3 doesnt play nicely with the problematic AMD/ATI Linux proprietary drivers. Not recommended.,Recommended:OS: Ubuntu 14.04 LTSProcessor: Quad-core Intel or AMD processor 3.0 GHz or fasterGraphics: nVidia Geforce 2 GB GDDR5 or greater 3 GHz memory speed (AMD/ATI NOT RECOMMENDED)Storage: 1300 MB available spaceAdditional Notes: The state of AMD/ATI drivers on Ubuntu & LinuxMint with games is not great. As a result UE4.7.3 doesnt play nicely with the problematic AMD/ATI Linux proprietary drivers. Not recommended.
356800,Minimum:OS: Ubuntu 12.04,
356880,Minimum:OS: Ubuntu 10.10+ SteamOS+Processor: 1.6GhzMemory: 1 GB RAMGraphics: 256MB DX9 (shader model 2.0)Storage: 110 MB available space,Recommended:OS: Ubuntu 12.10+ SteamOS+Processor: 2.0GhzMemory: 1 GB RAMGraphics: 512MB DX10 (shader model 3.0)Storage: 200 MB available space
356890,Minimum:Processor: 1.4GHz or fasterGraphics: Any from the last 4 yearsSound Card: All soundcards would work,
