ID,MinReqsText,RecReqsText
315550,Minimum:OS: Windows XP (SP3) / Vista / 7 / 8Processor: Intel 2 GHz or greaterMemory: 2 GB RAMGraphics: Dedicated graphics card with 256 MB memoryStorage: 2 GB available space,
315600,Minimum:OS: Windows 98/ME/2000/XPProcessor: 800 MHz Pentium IIIMemory: 128 MB RAMGraphics: 32 MB DirectX9 compatible video cardDirectX: Version 9.0Storage: 150 MB available spaceSound Card: No sound card is required for minimum specification,
315610,Minimum:OS: Minimum XP SP3 operating System Supports Vista 7 and 8Processor: 200 Mhz Pentium processor or higherMemory: 256 MB RAMGraphics: Must support minimum of Direct3D 9Additional Notes: Internet Connection needed for Leaderboards,
315650,Minimum:OS: Windows XP +Processor: 1.6GhzGraphics: Most cards. Check here: http://helpx.adobe.com/x-productkb/multi/stage3d-unsupported-chipsets-drivers-flash.htmlStorage: 300 MB available space,
315660,Minimum:OS: Windows 7 64bitProcessor: Intel i series/AMD K10 series introduced 2009 onwards. 2 physical cores 2Ghz 64 bitMemory: 4 GB RAMGraphics: NVIDIA GT 430 or better/ AMD ATI 5550 or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available space,Recommended:OS: Windows 8.1 64bitProcessor: Intel i5 3330/AMD FX 8350 or better Quad physical core 64 bit 2.3Ghz or betterMemory: 8 GB RAMGraphics: NVIDIA GTX 660 or better/ AMD HD 6950 or betterDirectX: Version 11Network: Broadband Internet connectionStorage: 30 GB available space
315670,Minimum:OS: Windows XP (32 bit)Processor: Intel Celeron 2.0 GhzMemory: 512 MB RAMGraphics: nVidia GeForce FX Series ATI Radeon 9000 SeriesDirectX: Version 9.0cStorage: 700 MB available spaceSound Card: Direct Sound,Recommended:OS: Windows 7 (64 bit)Processor: Intel Core i3Memory: 4 GB RAMGraphics: nVidia Geforce 8600 / AMD Radeon HD3700DirectX: Version 9.0cStorage: 700 MB available spaceSound Card: Direct Sound
315680,Minimum:OS: Windows XP with SP2 Windows Vista Windows 7 Windows 8 or laterProcessor: Intel Celeron 2.33 GHzMemory: 1 GB RAMGraphics: 512MBDirectX: Version 9.0cStorage: 200 MB available space,
315740,Minimum:OS: Windows 2000/XP/VistaProcessor: 2 GHz ProcessorMemory: 1 GB RAMGraphics: 128 Mb Graphics Card (GeForce FX/6/7/8 series Radeon 9800 Pro/X series) onboard graphics not supported.DirectX: Version 9.0cStorage: 500 MB available spaceSound Card: DX Compatible sound card,
315810,Minimum:OS: XPProcessor: Pentium4Memory: 256 MB RAMGraphics: 1024x640DirectX: Version 9.0cStorage: 5 GB available space,Recommended:Processor: Core 2Memory: 512 MB RAM
315830,Minimum:OS: Windows 7 - Windows 8Processor: dual coreMemory: 2 GB RAMGraphics: OpenGL 3.0 compatible graphics cardStorage: 300 MB available space,
315840,Minimum:OS: Windows XP / Vista / 7 / 8Processor: 1.2GHz processorMemory: 512 MB RAMGraphics: 256MBStorage: 100 MB available space,
315850,Minimum:OS: Windows XpProcessor: 1.6 GhzMemory: 1 GB RAMGraphics: DX 10 compatible graphic cardDirectX: Version 10,
315860,Minimum:OS: Windows(r) 7 and Windows(r) 8Processor: Intel Core i3 2.1 GHz or AMD equivalentMemory: 2 GB RAMGraphics: Intel HD 4000Sound Card: DirectX9.0c Compatible Audio,
315920,Minimum:OS: Microsoft(r) Windows(r) XP / Vista / 7 / 8Processor: 2.0 GHzMemory: 1 GB RAMGraphics: 512 MB  Shader Model 2.0 (GeForce 9600GT or greater)DirectX: Version 9.0cStorage: 600 MB available spaceSound Card: Compatible with DirectX(r): 9.0cAdditional Notes: keyboard and mouse required optional Microsoft Xbox 360 Controller,
315930,Minimum:OS: Windows XPProcessor: Intel Celeron (or equivalent)Memory: 512 MB RAMGraphics: Pretty much any 3D graphics cardDirectX: Version 9.0cStorage: 350 MB available space,
315940,Minimum:OS: Microsoft(r) Windows(r) XP / Vista / 7 /Processor: 2.0GHz processorMemory: 3 GB RAMGraphics: :DirectX 8-compatible graphics card with at least 256MB of video memoryStorage: 150 MB available spaceAdditional Notes: Microsoft Xbox 360 Controller or Direct Input compatible controller.,
316010,Minimum:OS: Windows 8/7 (XP not supported)Processor: 2GHz CPU (Pentium 4 or equivalent)Memory: 1 GB RAMGraphics: 512MB DirectX 11.0 compatible video card with Pixelshader 3.0 supportDirectX: Version 11Storage: 1 GB available spaceSound Card: DirectX 11.0 compatible sound cardAdditional Notes: 1GB RAM (2GB for Windows 7),
316020,Minimum:OS: Windows Vista Service Pack 2Processor: 2.5Ghz i3 Equivalent ProcessorMemory: 2 GB RAMGraphics: DirectX 9 Compliant Graphics Device Radeon 5450 NVidia 8600DirectX: Version 9.0Storage: 512 MB available space,Recommended:OS: Windows 7Processor: 2.8Ghz i5 Equivalent ProcessorMemory: 2 GB RAMGraphics: DirectX 9 Compliant Graphics Device Radeon 5770 NVidia GTX 470DirectX: Version 9.0Storage: 512 MB available space
316030,Minimum:OS: Microsoft Windows XP (with Service Pack 3) / Windows Vista (with Service Pack 2)Processor: Intel Pentium IV at 2.0 Ghz or Equivalent AMDMemory: 1 GB RAMGraphics: 128 MB VRAM - DirectX 9.0 Compatible Card with support for Pixel Shader 2.0DirectX: Version 9.0cStorage: 7 GB available spaceSound Card: 16-Bit DirectX Compatible Sound CardAdditional Notes: Onboard (built-in) integrated chipsets are not supported,
316080,Minimum:OS: Windows 7 or newerProcessor: Intel Core 2 Duo 2.0Ghz or equivalentMemory: 2 GB RAMGraphics: Intel Core HD Graphics 4000 NVIDIA 8800 GT ATI Radeon HD 4850 or betterStorage: 400 MB available space,
316140,Minimum:OS: Windows XP SP3Processor: 2 GHz dual coreMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:OS: Windows 7/8Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
316160,Minimum:OS: Windows 10 / 8 / 7 / VistaProcessor: PentiumMemory: 64 MB RAMGraphics: Any video card with 64 Mb video RAMStorage: 15 GB available spaceSound Card: Any,
316180,Minimum:OS: Windows 7 / 8Processor: Intel Core2 Duo  3.00GHzMemory: 2 GB RAMGraphics: ATI Radeon 2400DirectX: Version 9.0Additional Notes: Controller strongly recommended!,
316240,Minimum:OS: Windows 7 or newerProcessor: Intel Core 2 Duo / AMD Athlon X2Memory: 3 GB RAMGraphics: Nvidia GeForce GTS 450 /  AMD Radeon HD 5750 with 512MB VRAMDirectX: Version 11Storage: 5 GB available space,Recommended:OS: Windows 7 or newerProcessor: Intel Core 2 Quad / AMD Phenom X4Memory: 4 GB RAMGraphics: Nvidia GeForce GTX 560 / AMD Radeon HD 6870 with 1GB VRAMDirectX: Version 11Storage: 5 GB available space
316260,Minimum:OS: Windows XP/7Processor: 3.0GHz Intel Pentium 4 Class or AMD Athlon 64 3500+ ProcessorMemory: 2 GB RAMGraphics: 256MB 3D Video Card Supporting Shaders 4.0 NVIDIA Geforce 8400 ATI Radeon 2900DirectX: Version 9.0cStorage: 4 GB available spaceSound Card: 16-bit DirectX 9.0c-Compatible Sound Card,
316320,Minimum:OS: Microsoft Windows XP SP3Processor: Intel Pentium 4 2.4 GHz AMD 3000 or equivalent processor or Intel Core 2 1.8Memory: 1 GB RAMGraphics: 128 MB OpenGL 3D video card supporting Shaders 2.0 (NVIDIA GeForce FX 5600 or better)DirectX: Version 9.0cStorage: 5 GB available spaceSound Card: 9.0c-compatible sound cardAdditional Notes: Supported peripheral: Keyboard & Mouse,
316370,Minimum:OS: WinXP 64-bit / Win Vista 64-bit / Win7 64-bit / Win 8 64-bitProcessor: Intel Core 2 Duo 2.2 Ghz or AMD Athlon 64 X2 5000+Memory: 2 GB RAMGraphics: 512 Mb RAM supporting Pixel Shader 3.0 (Nvidia GeForce 8800 or ATI Radeon HD3850)DirectX: Version 9.0cStorage: 7 GB available space,Recommended:OS: WinXP 64-bit / Win Vista 64-bit / Win7 64-bit / Win 8 64-bitProcessor: Intel Core 2 Quad or AMD Phenom X4Memory: 4 GB RAMGraphics: 1 Gb RAM supporting Pixel Shader 3.0 (Nvidia GeForce GTX260 or ATI Radeon HD4850)DirectX: Version 9.0cStorage: 7 GB available space
316390,Minimum:OS: Windows 7/8/10Processor: 32 GHzMemory: 4 GB RAMGraphics: GeForce 6800 / ATI X1800 (256 MB)DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 5 GB available spaceSound Card: Directx 9.0c compatibleAdditional Notes: Internet speed 512 Kbps,Recommended:OS: Windows 7/8/10 (64-bit)Processor: Intel Core i5-3330Memory: 4 GB RAMGraphics: GeForce GTX660 / Radeon HD 7850 (2GB)DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 9 GB available spaceSound Card: Directx 9.0c compatibleAdditional Notes: Internet speed 1024 Kbps (for voice chat)
316420,Minimum:OS: Windows XP/Windows Vista/Windows 7/Windows 8Processor: 1.8 GHzMemory: 1024 MB RAMDirectX: Version 9.0Storage: 250 MB available space,
316430,Minimum:OS: Windows XP SP3Processor: 2 GHz Intel Dual Core processorMemory: 2 GB RAMGraphics: 3D Hardware Accelerator Card Required - 100% DirectX 9.0c compatible 128 MB Video Memory. ATI(r) Radeon(r) 9600 or Nvidia(r) GeForce(r) 5900DirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 6 GB available spaceSound Card: OpenAL Compatible Sound Card,Recommended:OS: Windows 7 or Windows 8Processor: 3 GHz Intel Quad Core processorMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 560 or AMD Radeon HD 7750 with 1 GB VRAM or betterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 6 GB available spaceSound Card: OpenAL Compatible Sound Card
316480,Minimum:OS: Windows XP SP2 or higherProcessor: Quadcore 2.4 GhzMemory: 2 GB RAMGraphics: Shader model 3.0 with 512MB of VRAMDirectX: Version 9.0Storage: 4 GB available spaceSound Card: DirectX compatible sound cardAdditional Notes: We recommend playing this game with controllers,Recommended:OS: Windows 7 or higherProcessor: Quadcore 2.4 GhzMemory: 3 GB RAMGraphics: Shader model 3.0 with 1024MB of VRAMDirectX: Version 9.0cStorage: 4 GB available spaceSound Card: DirectX compatible sound cardAdditional Notes: We recommend playing this game with controllers
316600,Minimum:OS: Windows XP/Vista/7/8Processor: Intel CPU 2.0GHz or fasterMemory: 1024 MB RAMGraphics: DirectX 9 or above compatible card with 256MB VRAM or more (Radeon or GeForce recommended)DirectX: Version 9.0Storage: 1 GB available spaceSound Card: DirectSound-compatible card,
316610,Minimum:OS: Windows XPMemory: 1 GB RAMStorage: 100 MB available space,Recommended:OS: Windows 7Memory: 2 GB RAMStorage: 100 MB available space
316620,Minimum:OS: Windows 2000 / XP / Vista / 7 / 8Processor: 1.5 GHzMemory: 256 MB RAM MB RAMGraphics: 64 MBAdditional Notes: Images require Game Engine or Image Editor to work with,
316630,Minimum:OS: Windows 2000 / XP / Vista / 7 / 8Processor: 1.5 GHzMemory: 256 MB RAMGraphics: 64 MBAdditional Notes: Images require Game Engine or Image Editor to work with,
316660,Minimum:OS: Microsoft(r) Windows(r) Vista or laterProcessor: 1.2GHz ProcessorMemory: 512 MB RAMGraphics: OpenGL 3.1 Compatible & GLSL 1.5+Storage: 128 MB available space,
316700,Minimum:OS: Win8 / Win 7 / VistaProcessor: Intel Core 2 Quad Intel Core i3 AMD Phenom Athlon X4Memory: 2 GB RAMGraphics: Intel HD Graphics 4000 Ati 5870 Nvidia Geforce 460DirectX: Version 11Storage: 2 GB available space,
316720,Minimum:OS: Vista or higherProcessor: 1.2 GHz Pentium 4Memory: 128 MB RAMGraphics: 800x600Storage: 500 MB available space,
316740,Minimum:OS: Windows Vista 7 or 8Processor: 1.0 GHz Dual CoreMemory: 500 MB RAMGraphics: 64 MB VRAMDirectX: Version 9.0Storage: 50 MB available space,
316750,Minimum:OS: Windows 7 SP1 Windows 8/8.1 Windows 10 (32/64bit versions)Processor: Intel Core 2 Duo E7300 @ 2.5 GHz or AMD Athlon II X2 240 @ 2.8 GHzMemory: 2 GB RAMGraphics: nVidia GeForce GTS450 or AMD Radeon HD5670Sound Card: DirectX Compatible Sound Card with latest drivers,Recommended:OS: Windows 7 SP1 Windows 8/8.1 Windows 10 (32/64bit versions)Processor: Intel Core 2 Quad Q6600 @ 2.4 GHz or AMD Athlon II X4 620 @ 2.6 GHzMemory: 4 GB RAMGraphics: nVidia GeForce GTX 460 or AMD Radeon HD5850 or betterSound Card: DirectX Compatible Sound Card with latest drivers
316790,Minimum:OS: Windows Vista or LaterProcessor: Intel(r) Core(tm) 2 Duo 2.4 GHz AMD Athlon(tm) X2 2.8 GHz or higherMemory: 4 GB RAMGraphics: ATI Radeon HD 4650 / NVIDIA GeForce GT 220 / Intel HD 4000 Graphics or equivalentStorage: 6000 MB available spaceSound Card: Windows Compatible CardAdditional Notes: GPU that supports OpenGL 3.3 or higher,
316810,Minimum:OS: Windows XPProcessor: Intel Core 2 DuoMemory: 1 GB RAMGraphics: 1280x720 ResolutionDirectX: Version 9.0cAdditional Notes: XInput Controller Support,
316830,Minimum:OS: Windows Vista or laterProcessor: x86 processor @1.6GHz or greaterMemory: 512 MB RAMGraphics: Shader model 3.0/OpenGL 3.0DirectX: Version 9.0aStorage: 200 MB available space,
316840,Minimum:OS: Windows XP/ Vista / 7 / 8*Processor: Intel Pentium 4 1.5GHz or betterGraphics: Onboard graphics card will be plenty,Recommended:Additional Notes: * Some Windows 8 environments may prevent the game from running in full screen mode. To enable full screen mode right click the file The Sacred Tears TRUE.exe located in the game folder open Properties select the Compatibility tab and select the Compatibility Mode to Windows 7 or earlier.
316890,Minimum:OS: Windows XP / Vista / 7 / 8Processor: Intel i3Memory: 2 GB RAMGraphics: Intel HD 4600Storage: 2 GB available space,Recommended:OS: Windows 8Processor: Intel i5Memory: 4 GB RAMGraphics: GeForce 860Storage: 2 GB available space
316930,Minimum:OS: Windows 7Processor: Intel Pentium4 2.0 GHz and upMemory: 4 GB RAMGraphics: GeForce 9500 GT VRAM: 256MB and upDirectX: Version 9.0cStorage: 5 GB available spaceSound Card: DirectX9.0c Compatible Audio,Recommended:OS: Windows7Processor: Intel Core i5 2300 and upMemory: 8 GB RAMGraphics: GeForce GTS 250 VRAM: 512MB and upDirectX: Version 9.0cStorage: 5 GB available spaceSound Card: DirectX9.0c Compatible Audio
316950,Minimum:OS: Win 95/98/XP/Vista/7Processor: 800 MhzMemory: 256 MB RAMStorage: 50 MB available space,
316970,Minimum:OS: Windows XP/Vista 7/8Processor: 1.2GHz processorMemory: 1 GB RAMGraphics: DirectX 9.0 compliantDirectX: Version 9.0cStorage: 50 MB available spaceSound Card: DirectSound compliant,Recommended:OS: Windows XPProcessor: 1.4GHz processor or fasterMemory: 2 GB RAMGraphics: DirectX 9.0 compliantDirectX: Version 9.0cStorage: 50 MB available spaceSound Card: DirectSound compliant
317020,Minimum:OS: Windows XP / Vista / 7Processor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 512 MB available spaceSound Card: 100% DirectX compatible card or onboard sound,Recommended:OS: Windows 7Processor: 1.5 GHz ProcessorMemory: 512 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 512 MB available spaceSound Card: 100% DirectX compatible card or onboard sound
317030,Minimum:OS: Windows XP / Vista / 7Processor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 512 MB available spaceSound Card: 100% DirectX compatible card or onboard sound,Recommended:OS: Windows 7Processor: 1.5 GHz ProcessorMemory: 512 MB RAMGraphics: 100% DirectX compatible graphicsStorage: 512 MB available spaceSound Card: 100% DirectX compatible card or onboard sound
317040,Minimum:OS: Windows XP / Vista / 7Processor: 1.0 GHz ProcessorMemory: 256 MB RAMGraphics: 100% DirectX compatible graphicsDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 500 MB available spaceSound Card: 100% DirectX compatible onboard / dedicated device,Recommended:OS: Windows 7 and laterProcessor: 1.5 GHz ProcessorMemory: 512 MB RAMGraphics: 100% DirectX compatible graphicsDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 500 MB available spaceSound Card: 100% DirectX compatible onboard / dedicated device
317060,Minimum:OS: Windows Vista/7/8.1/10Processor: AMD / INTEL DUAL-CORE 2.0 GHZMemory: 2048 MB RAMGraphics: NVIDIA Geforce GTX 260M Radeon HD 5570 Intel Iris Graphics or superiorNetwork: Broadband Internet connectionStorage: 4 GB available space,
317080,Minimum:OS: Windows XP Vista788.1Processor: AMD Athlon X2 2.8 GHZ Intel Core 2 Duo 2.4 GHZMemory: 2 GB RAMGraphics: AMD Radeon HD 6450 Nvidia GeForce GT 460DirectX: Version 10Storage: 650 MB available spaceSound Card: Integrated,Recommended:OS: Windows Vista788.1Processor: AMD Six-Core CPU Intel Quad-Core CPUMemory: 4 GB RAMGraphics: DirectX 11 - AMD Radeon HD 7870 Nvidia GeForce GTX 660DirectX: Version 11Storage: 800 GB available spaceSound Card: Integrated
317100,Minimum:OS: Windows VistaProcessor: 2.0 GHz Dual CoreMemory: 2 GB RAMGraphics: NVIDIA GT 440 or AMD Radeon HD 5550 w/ 512 MBDirectX: Version 9.0cStorage: 5 GB available space,Recommended:OS: Windows 8.1Processor: 2.4 GHz Intel i5Memory: 4 GB RAMGraphics: NVIDIA GTX 660 Ti or AMD Radeon HD 7870 w/ 1024 MBDirectX: Version 9.0cStorage: 5 GB available space
317110,Minimum:OS: Windows 7 or aboveProcessor: Intel Core Duo or betterMemory: 2 GB RAMGraphics: Intel/AMD integrated HD graphicsDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 20 GB available space,Recommended:OS: Windows 7 8.1 10Processor: Intel i3 AMD FX-4300 or betterMemory: 4 GB RAMGraphics: Nvidia GeForce 200 Series or better ATI RADEON HD 4000 or betterDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 30 GB available space
317250,Minimum:OS: Windows XP Vista 7 8 10Processor: 1.4GHz processor or fasterMemory: 2 GB RAMGraphics: Integrated graphics should be fineStorage: 500 MB available space,Recommended:OS: Windows XP Vista 7 8 10Processor: 1.4GHz processor or fasterMemory: 4 GB RAMGraphics: NVIDIA or AMD dedicated graphics with 1GB VRAMStorage: 500 MB available space
317280,Minimum:OS: Windows XP/Vista/7/8/10Memory: 512 MB RAMDirectX: Version 9.0Storage: 200 MB available space,
317290,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 50 MB available space,
317300,Minimum:OS: Windows XPProcessor: 1GhzMemory: 512 MB RAMStorage: 50 MB available space,
317320,Minimum:OS: Windows XP SP2+Processor: 1.2 GHzMemory: 2 GB RAMGraphics: 256MB VRAMDirectX: Version 9.0Storage: 6 GB available space,
317330,Minimum:OS: Windows VistaProcessor: Core 2 DuoMemory: 4 GB RAMGraphics: Geforce GT420mDirectX: Version 11Network: Broadband Internet connectionStorage: 3 GB available spaceSound Card: AnyAdditional Notes: DoT supports native voice chat if a microphone is plugged in.,
317360,Minimum:OS: Windows XPProcessor: 1.7 GHzMemory: 512 MB RAMDirectX: Version 8.1Network: Broadband Internet connectionStorage: 5 GB available space,
317380,Minimum:OS: Windows XP Vista 7 8 10Processor: 600 MHzMemory: 512 MB RAMGraphics: 32 MB feature level DirectX 7.0DirectX: Version 9.0Storage: 70 MB available space,
317410,Minimum:OS: Windows XPProcessor: 2.0 GHz or higherMemory: 512 MB RAMGraphics: DirectX 9.0c compatible video card with shader model 1.1 supportDirectX: Version 9.0cStorage: 180 MB available spaceSound Card: DirectX compatible sound cardAdditional Notes: Microsoft Xbox 360 Controller support,
317440,Minimum:OS: Windows Vista/7/8Processor: Intel or AMD 2.0-3.4 GHz Dual CoreMemory: 4 GB RAMGraphics: 512 mb Directx 9.0c SM 3.0DirectX: Version 9.0cStorage: 2 GB available spaceAdditional Notes: Gamepad recommended,Recommended:OS: Windows 7Processor: Intel/AMD 3.0+ GHz Quad Core or GreaterMemory: 8 GB RAMGraphics: 1GB Nvidia GT/GTS or ATI Radeon HDStorage: 2 GB available spaceAdditional Notes: Gamepad recommended
317470,Minimum:OS: Windows 7Processor: Core 2 Duo or higher.  Athlon 64 or higherMemory: 4 GB RAMGraphics: 1024x768 DirectX 10DirectX: Version 10Network: Broadband Internet connectionStorage: 50 MB available space,
317510,Minimum:OS: Windows 7 or higherProcessor: 2.0 GHz Dual CoreMemory: 1 GB RAMGraphics: Intel HD3000 or higher with OpenGL 2.1 supportStorage: 150 MB available space,
317530,Minimum:OS: Windows 7 SP1 / Windows 8 / Windows 8.1Processor: 2.3+ GHzMemory: 4 GB RAMGraphics: Direct X 11 compatible dedicated graphics card with a minimum of 512MB RAMDirectX: Version 11Storage: 7000 MB available space,Recommended:OS: Windows 7 SP1 / Windows 8 / Windows 8.1 / Windows 10Processor: 3.40 GHzMemory: 8 GB RAMGraphics: Direct X 11 compatible dedicated graphics card with a minimum of 1GB RAMDirectX: Version 11Network: Broadband Internet connectionStorage: 7000 MB available space
317580,Minimum:OS: Microsoft Windows XP (with Service Pack 3) Windows VistaProcessor: Intel Pentium IV at 1.5 GHzMemory: 1 GB RAMGraphics: 128 MB VRAM NVIDIA FX 5200 ATI Radeon 9200Storage: 3 GB available spaceSound Card: DirectX CompatibleAdditional Notes: Input Devices: Windows Compatible Keyboard & Mouse,
317610,Minimum:OS: Windows XP or laterProcessor: 1.8GHzMemory: 1024 MB RAMGraphics: OpenGL 2.1+Storage: 100 MB available space,Recommended:Processor: Dual Core 2GHzStorage: 100 MB available space
317620,Minimum:OS: Windows 7Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: GeForce 400+ AMD Radeon 4000+DirectX: Version 9.0Storage: 15 GB available spaceAdditional Notes: Dedicated graphics highly recommended,Recommended:OS: Windows 7Processor: 2.0 GHz Quad CoreMemory: 4 GB RAMGraphics: GeForce 500+ AMD Radeon 5000+DirectX: Version 11Storage: 15 GB available spaceAdditional Notes: Dedicated graphics highly recommended
317710,Minimum:OS: Windows XPProcessor: 2 GHzMemory: 2 GB RAMGraphics: Direct X10.0 Compatible CardDirectX: Version 10Storage: 90 MB available spaceSound Card: Standard Audio,
317720,Minimum:OS: XP Windows 7 Windows 8.xProcessor: Intel Dual Core 2.2GhzMemory: 1024 MB RAMGraphics: Intel HD 3000DirectX: Version 9.0Storage: 2048 MB available space,Recommended:OS: Windows 7 Windows 8.xProcessor: Intel Quad Core 2.4GhzMemory: 4096 MB RAMGraphics: 3D Accelerated with Dedicated with 2GB Graphics MemoryDirectX: Version 10Storage: 2048 MB available space
317730,Minimum:OS: Windows 7 / 8 /8.1Processor: Intel Core i3 / AMD Phenom II X4 or UPMemory: 8 GB RAMGraphics: 1Gb NVIDIA GeForce  / AMD RadeonDirectX: Version 11Network: Broadband Internet connectionStorage: 38 GB available spaceSound Card: DirectX(r),Recommended:OS: Windows 7 / 8 /8.1Processor: Intel Core i5-2300 /AMD Phenom II X4 940 or UPMemory: 8 GB RAMGraphics: 2 GB NVIDIA GeForce GTX series / AMD Radeon HD seriesDirectX: Version 11Network: Broadband Internet connectionStorage: 38 GB available spaceSound Card: DirectX(r)
317820,Minimum:OS: Windows XP SP3Memory: 2 GB RAMStorage: 750 MB available space,Recommended:OS: Windows 7 SP1Memory: 4 GB RAMStorage: 750 MB available space
317840,Minimum:OS: Windows XPProcessor: Intel Core2DuoMemory: 1 GB RAMGraphics: DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 200 MB available spaceSound Card: DirectX 9.0c compatible sound card,Recommended:OS: Windows 7Processor: 2.3 GHz Quad CoreMemory: 4 GB RAMGraphics: DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 300 MB available spaceSound Card: DirectX 9.0c compatible sound card
317850,Minimum:OS: 32bit VistaProcessor: 2Ghz Intel Core2 Duo or equivalentMemory: 2 GB RAMGraphics: 512MB Direct3D 10 capable video card (GeForce 8800 GT or Radeon HD 2900XT)Network: Broadband Internet connectionStorage: 30 GB available space,Recommended:OS: 64bit Windows 7 and aboveProcessor: 3Ghz Intel i5 quad core or equivalentMemory: 4 GB RAMGraphics: 1024 MB Direct3D 11 capable video card (GeForce GTX 470 or Radeon HD 5850)Network: Broadband Internet connectionStorage: 30 GB available space
317920,Minimum:OS: Windows(r) XP (SP3) Windows(r) Vista (SP2) Windows(r) 7 (SP1) Windows(r) 8Processor: 3.4 GHz Intel(r) Pentium(r) D 945 / 2.0Ghz AMD(r) Athlon(tm) 64 X2 3800+Memory: 1 GB RAMGraphics: 128 MB DirectX(r) 9.0 compatible Shader Model 3.0 supportDirectX: Version 9.0cStorage: 500 MB available spaceSound Card: DirectX(r) 9.0 compatibleAdditional Notes: Compatible video cards: ATI Radeon HD 2600XT / 3000 / 4000 / 5000 / 6000 / 7000 -- Nvidia GeForce 7600GS / 8 / 9 / 100 / 200 / 400 / 500 / 600,Recommended:OS: Windows(r) XP SP3 Windows(r) Vista SP2 Windows(r) 7 SP1 Windows(r) 8Processor: 2.4 GHz Intel(r) Core2Duo(r) E6600 / 2.5 GHz AMD(r) Athlon(tm) 64 X2 4800+Memory: 2 GB RAMGraphics: 256 MB DirectX(r) 10.0 compatible Shader model 4.0 support (Radeon HD3870 / GeForce 8800GT)DirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX(r) 9.0 compatibleAdditional Notes: Compatible video cards: ATI Radeon HD 2600XT / 3000 / 4000 / 5000 / 6000 / 7000 -- Nvidia GeForce 7600GS / 8 / 9 / 100 / 200 / 400 / 500 / 600
317940,Minimum:OS: Windows XP Vista 7Processor: Intel Core 2 Duo 24 GHz or AMD Athlon X2 4800+Memory: 2 GB RAMGraphics: ATI Radeon HD 3850 512 MB or NVIDIA GeForce 8800 GT 512 MBDirectX: Version 9.0Storage: 4 GB available space,
317950,Minimum:OS: Windows XP SP2 or betterProcessor: 2.0+ GHz processorMemory: 2 GB RAMGraphics: SM3-compatible video card 256 MB VRAMDirectX: Version 9.0cStorage: 650 MB available space,
317970,Minimum:OS: 98/ME/2000/XPProcessor: Pentium 4 2 GHz/AthlonXP 2000+Memory: 512 MB RAMGraphics: 128 MBDirectX: Version 9.0cStorage: 4 GB available space,Recommended:OS: 98/ME/2000/XPProcessor: Pentium 4 3 GHz/AthlonXP 3000+Memory: 1024 MB RAMGraphics: 256 MBDirectX: Version 9.0cStorage: 4 GB available space
318020,Minimum:OS: WINDOWS VISTA/WINDOWS 7/WINDOWS 8Processor: AMD/INTEL DUAL-CORE 2.5 GHZMemory: 2048 MB RAMGraphics: 512 MB 100% DIRECTX 10 COMPATIBLE AMD RADEON HD 4870/NVIDIA GEFORCE 9800 GT OR HIGHERStorage: 15 GB available spaceSound Card: DIRECTX 10 COMPATIBLEAdditional Notes: INTERNET CONNECTION REQUIRED FOR ONLINE GAMING AND GAME ACTIVATION,Recommended:OS: WINDOWS VISTA/WINDOWS 7/WINDOWS 8Processor: AMD/INTEL QUAD-CORE 3 GHZMemory: 4096 MB RAMGraphics: 2 GB 100% DIRECTX 11 COMPATIBLE AMD RADEON HD 7870/NVIDIA GEFORCE 660 OR HIGHERStorage: 15 GB available spaceSound Card: DIRECTX 11 COMPATIBLEAdditional Notes: INTERNET CONNECTION REQUIRED FOR ONLINE GAMING AND GAME ACTIVATION
