ID,MinReqsText,RecReqsText
348960,Minimum:OS: 10.7Processor: 1000 MhzMemory: 1024 MB RAMGraphics: 128,
349020,Minimum:OS: 10.8Processor: 1 GhzMemory: 1 GB RAMStorage: 400 MB available space,Recommended:Processor: 2 GhzMemory: 2 GB RAM
349150,Minimum:OS: Yosemite or newerProcessor: Dual Core Processor with 2 GhzMemory: 2 GB RAMGraphics: GeForce 6000 Series or BetterStorage: 1 GB available space,Recommended:OS: Yosemite or newerProcessor: i5 with 2.3 Ghz or betterMemory: 4 GB RAMGraphics: GeForce 6000 Series or BetterStorage: 1 GB available space
349190,Minimum:OS: 10.7 or laterMemory: 4096 MB RAMStorage: 2 GB available space,Recommended:OS: 10.7 or laterMemory: 4096 MB RAMStorage: 2 GB available space
349220,Minimum:OS: Latest versionMemory: 2 GB RAMStorage: 500 MB available spaceAdditional Notes: Screen resolution 1280x720,Recommended:OS: Latest versionMemory: 4 GB RAMNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Screen resolution 1920x1080
349460,Minimum:OS: Mac OS X 10.5Memory: 1 GB RAMStorage: 350 MB available spaceAdditional Notes: Java Runtime (JRE) needs to be installed. Steam Achievements currently not supported on Mac.,Recommended:OS: Mac OS X 10.7Memory: 4 GB RAMStorage: 350 MB available spaceAdditional Notes: Java Runtime (JRE) needs to be installed. Steam Achievements currently not supported on Mac.
349540,Minimum:OS: MavericksMemory: 8 GB RAMStorage: 3 GB available space,
349550,Minimum:OS: OSX 10.6+Memory: 512 MB RAMGraphics: REQUIRES X11 / XQuartz | Older Integrated Graphics may not function properlyStorage: 80 MB available spaceAdditional Notes: You WILL need X11 to play Mighty Dungeons. You can get it from XQuartz. Set it to fullscreen X11 > Preferences > Output > Colors [Millions] + [X] Full-screen mode and you are good to go! I will consider porting to another graphics engine for future releases.,Recommended:OS: OSX 10.6+Memory: 2 GB RAMGraphics: REQUIRES X11 / XQuartz | Older Integrated Graphics may not function properlyAdditional Notes: You WILL need X11 to play Mighty Dungeons. You can get it from XQuartz. Set it to fullscreen X11 > Preferences > Output > Colors [Millions] + [X] Full-screen mode and you are good to go! I will consider porting to another graphics engine for future releases.
349760,Minimum:OS: Latest OSXProcessor: 1Ghz and up - tested on newest MacbooksMemory: 1 GB RAMGraphics: Integrated works fineAdditional Notes: Works on lower powered MacBooks,
349780,Minimum:OS: Mac OS(r) X v10.7Processor: Intel(r) Core(tm) Duo 1.83GHz or faster processorMemory: 512 MB RAMStorage: 200 MB available space,
349890,Minimum:OS:OS X 10.7(Lion)Processor:Intel(r) Core 2 Duo 2.0 GHzMemory: 2 GB RAMHard Drive:  500 MB available space,RECOMMENDED:OS:OS X 10.11(El Capitan) or higherProcessor:Intel(r) Core i5 2.4 GHzMemory:  4 GB RAMHard Drive: 500 MB available space
350000,Minimum:OS: 10.6+Processor: x86 <5 years oldMemory: 4 GB RAMGraphics: OpenGL Core 3.2+Storage: 300 MB available space,
350010,Minimum:OS: 10.6.8Processor: 1.5 GHzMemory: 512 MB RAMGraphics: 128 MB VRAMStorage: 1 GB available space,Recommended:OS: 10.6.8Processor: 2 GHzMemory: 1 GB RAMGraphics: 256 MB VRAMStorage: 1 GB available space
350050,Minimum:OS: OS 10.8+,
350070,Minimum:OS: OSX YosemiteProcessor: Intel(R) Core(TM) i5 CPUMemory: 512 MB RAMGraphics: NVIDIA GeForce GT 600Storage: 150 MB available spaceSound Card: Intel High Definition AudioAdditional Notes: No gamepad support for the Mac version,
350090,Minimum:OS: OS XProcessor: 2 GHzMemory: 500 MB RAMStorage: 692 MB available space,Recommended:OS: OS XMemory: 2 GB RAMStorage: 2 GB available space
350110,Minimum:OS: Mac OS X 10.9 or higher (64-Bit)Processor: Intel Core i5 2.7 GHz CPU or higherMemory: 8 GB RAMGraphics: Intel Iris Pro 5200 or comparableStorage: 8 GB available space,Recommended:OS: Mac OS X 10.11 or higher (64-Bit)Processor: Intel Core i5 3.4 GHz CPU or higherMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 775M or comparableStorage: 8 GB available space
350150,Minimum:OS: OS X 10.8 or newerGraphics: Radeon HD 6570 / Mobility Radeon HD 5850. Shader model 3.0.Network: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Broadband is only required for Internet play.,Recommended:OS: OS X 10.8 or newerGraphics: Radeon HD 5750 / Radeon HD 6750MNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Broadband is only required for Internet play.
350210,Minimum:OS: 10.10Processor: 1.6 GHz Intel Core i5Memory: 4 GB RAMGraphics: Intel Iris Pro Graphics 5200Storage: 240 MB available spaceAdditional Notes: Steam Controller required for multiplayer.,Recommended:OS: 10.11Processor: 2.8 GHz Intel Core i5Memory: 8 GB RAMGraphics: Intel Iris Pro Graphics 6200Additional Notes: Steam Controller required for multiplayer.
350330,Minimum:OS: OS X Lion or LaterProcessor: Intel Core 2 or LaterMemory: 2 GB RAMGraphics: Shader Model 2 CapableSound Card: Any Stereo,
350440,,
350490,Minimum:OS: Mac OS 10.4Processor: 1GhzMemory: 512 MB RAMStorage: 50 MB available space,
350510,Minimum:OS: OS X Snow Leopard (10.6)Processor: 2.16 GHz intel Core 2 DuoMemory: 1 GB RAMStorage: 200 MB available space,
350710,Minimum:OS: 10.9Processor: 1.5 GHzMemory: 1024 MB RAMGraphics: Pixel Shaders 2,
350740,Minimum:OS: OS 10.6+Processor: 2.8 GHz Intel Core 2 Duo or betterMemory: 4 GB RAMStorage: 1 GB available spaceSound Card: Standard Sound CardAdditional Notes: Gamepad highly recommended,Recommended:Memory: 8 GB RAMStorage: 2 GB available space
350970,Minimum:OS: OS X 10.9 or laterProcessor: 2 GHzMemory: 1 GB RAMGraphics: iMac MacBook Pro or MacBook Air bought after 2010Storage: 500 MB available space,
351060,Minimum:OS: OS X 10.8Processor: Intel core 2 Duo (3Ghz)Memory: 2 GB RAMGraphics: OpenGL compatible 512MB MemoryStorage: 162 MB available spaceAdditional Notes: Subject to change.,
351090,Minimum:OS: 10.4Processor: 1GHzMemory: 1024 MB RAMGraphics: 64MB VRAMStorage: 70 MB available spaceSound Card: Any,
351100,Minimum:OS: OSX 10.9+Processor: 27 GHz Intel Core i5Memory: 4 GB RAMGraphics: Intel Iris Graphics 6100Network: Broadband Internet connectionStorage: 2 GB available spaceAdditional Notes: 16:9 recommended,
351140,Minimum:OS: OS X 10.6 or later.Processor: Intel Core DuoMemory: 1 GB RAMGraphics: 64 MBStorage: 1 GB available space,Recommended:OS: OSX 10.10 Yosemite or laterProcessor: Any dual core processorMemory: 2 GB RAMGraphics: ATI/Nvidia with at least 256MBNetwork: Broadband Internet connectionStorage: 1 GB available spaceAdditional Notes: Game controller recommended
351240,Minimum:OS: OSXMemory: 1 GB RAMGraphics: AnyStorage: 100 MB available space,
351300,Minimum:OS: Mac OSX 10.7+Processor: Intel Pentium G3220 @ 3.00GHz or equivalent AMD processor and aboveMemory: 2 GB RAMGraphics: 1 GB nVidia Geforce GT460 or equivalent 500 MB ATI HD4850 or equivalentStorage: 2 GB available spaceAdditional Notes: Minimum Resolution: 1024 x 768,Recommended:OS: Mac OSX 10.7+Processor: Intel i5 dual Core 3.2 GHzMemory: 4 GB RAMGraphics: 1 GB nVidia Geforce GT460 or equivalent 500 MB ATI HD4850 or equivalentStorage: 2 GB available spaceAdditional Notes: Minimum Resolution: 1024 x 768
351330,Minimum:OS: OS X 10.5Processor: Intel 64-bitMemory: 1 GB RAMGraphics: 256 MBStorage: 250 MB available spaceSound Card: Optional,Recommended:Memory: 4 GB RAMGraphics: 1 GBNetwork: Broadband Internet connectionStorage: 1 GB available spaceSound Card: Yes
351450,Minimum:OS: Mac OSX YosemiteProcessor: the metal part of a toaster when its being heatedGraphics: the thing that heats the metal part of the toasterStorage: 150 MB available spaceSound Card: something that makes noise,Recommended:OS: Mac OSX YosemiteProcessor: Post 2010 CPUGraphics: Something that does OpenGLStorage: 150 MB available spaceSound Card: something that makes pretty noises
351480,Minimum:OS: 10.7 (Yosemite)Processor: 1 GHzMemory: 1 GB RAMStorage: 1 GB available space,Recommended:Processor: 2 GHzMemory: 2 GB RAM
351490,Minimum:OS: OSX 10.6 Snow LeopardProcessor: 1 GhzMemory: 1 GB RAMStorage: 125 MB available space,
351510,Minimum:OS: Mac OSX 10.5+Processor: Dual Core or higherMemory: 125 MB RAMNetwork: Broadband Internet connectionStorage: 75 MB available space,
351700,Minimum:OS: 10.6 or higherProcessor: 1 GHzMemory: 512 MB RAMGraphics: 800x600 OpenGL 2.0Storage: 1 GB available space,
351720,Minimum:OS: 10.7Processor: Intel 1.5 GHzMemory: 1 GB RAMGraphics: OpenGL compatible graphics card 512 Mb VRAMStorage: 120 MB available space,
351730,Minimum:OS: Mac OS X 10.6+Graphics: Graphics card: DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.Storage: 600 MB available space,
351790,Minimum:OS: 10.8Memory: 2 GB RAMStorage: 300 MB available spaceSound Card: Optional,
351910,Minimum:OS: Mac OS X 10.9.2Processor: Dual-core Intel or AMD 2.5 GHz or fasterMemory: 4 GB RAMGraphics: NVIDIA GeForce 8800 GT or Radeon HD2900 series card or better (DirectX10 card or better)Storage: 3 GB available spaceSound Card: any,
351940,Minimum:OS: OS X 10.10Processor: Intel i5 - 27 GHzMemory: 4 GB RAMGraphics: Intel Iris Pro 6100 or higherStorage: 8 GB available spaceAdditional Notes: Mid-2012 and newer with at least above hardware,Recommended:OS: OS X 10.11Processor: i5-4570 - 3.20GhzMemory: 8 GB RAMGraphics: NVIDIA GeForce GT 755M 1024MB or higherStorage: 8 GB available spaceAdditional Notes: Mid-2013 and newer with at least above hardware
352010,Minimum:OS: OS X version Leopard 10.5.8 or laterProcessor: 1.66 GhzMemory: 1 GB RAMStorage: 1 GB available space,
352030,Minimum:OS: OS X 10.6 or laterMemory: 2 GB RAMStorage: 400 MB available space,
352050,Minimum:OS: OS X 10.8+Processor: SSE2 instruction set supportMemory: 1 GB RAMGraphics: DX9 (shader model 2.0) capabilitiesStorage: 200 MB available space,
352080,Minimum:OS: Mac OS 10.7.5+Processor: 2 GHz dual coreMemory: 4 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:OS: Mac OS 10.8Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
352140,Minimum:OS: 10.7Processor: Intel Mac Only; CPU CORES 2; 1.7 GHzMemory: 512 MB RAMStorage: 415 MB available space,
352170,Minimum:OS: MacOS 10.9 +Processor: Intel(r) Pentium Dual Core 1.5GHz or equivalentMemory: 1 GB RAMGraphics: NVIDIA GeForce 9600 GT or equivalentStorage: 300 MB available spaceAdditional Notes: OpenGL version 1.2,Recommended:OS: MacOS  10.10Processor: Intel(r) Core 2 Duo 2.5GHz or equivalentMemory: 1 GB RAMGraphics: NVIDIA GeForce GTX 470 or equivalentStorage: 300 MB available spaceAdditional Notes: OpenGL version 3.3
352190,Minimum:OS: Mac OS X 10.6+Processor: Intel Core i5Memory: 2 GB RAMGraphics: DX9 capabilitiesStorage: 350 MB available space,Recommended:OS: Mac OS X 10.6+Processor: Intel Core i5Memory: 4 MB RAMGraphics: DX9 capabilitiesStorage: 350 MB available space
352210,Minimum:OS: 10.9Processor: 2 GHzMemory: 2 GB RAMGraphics: OpenGL 2.1 / Shader Model 2.0Storage: 50 MB available space,Recommended:OS: 10.9Processor: 2 GHzMemory: 4 GB RAMGraphics: OpenGL 2.1 / Shader Model 2.0Storage: 50 MB available space
352220,Minimum:OS: Mac OS X Mavericks 10.9.2 or higherProcessor: Intel series processorMemory: 1 GB RAMStorage: 400 MB available space,Recommended:OS: Mac OS X Mavericks 10.9.4 or higherProcessor: Intel Core i series processorMemory: 4 GB RAMStorage: 400 MB available space
352240,Minimum:Memory: 1 GB RAMGraphics: Open GL 2.0Storage: 100 MB available space,
352360,Minimum:OS: OS X v10.7 Lion or higherProcessor: 1.80GHz ProcessorMemory: 2 GB RAMGraphics: AMD or NVIDIA graphics with 512MB of VRAM or betterStorage: 2 GB available space,
352370,Minimum:OS: OS X 10.9 or aboveMemory: 2 GB RAMStorage: 1 GB available space,Recommended:OS: OS X 10.9 or aboveMemory: 4 GB RAMStorage: 1 GB available space
352400,Minimum:OS: 10.9.5Processor: 1.8 GHzMemory: 4 GB RAMGraphics: AMD Radeon 4670 NVIDIA GT120 or Intel HD4000 with 256Mb VRAM or betterStorage: 15 GB available spaceAdditional Notes: The following graphics cards are not supported: ATI X1xxx series ATI HD2xxx series Intel GMA series Intel HD3000 NVIDIA 7xxx series NVIDIA 8xxx series NVIDIA 9xxx and NVIDIA 3xx.  This game is not currently supported on volumes formatted as Mac OS Extended (Case Sensitive).,Recommended:OS: 10.10.3Processor: 2.4GHzMemory: 8 GB RAMGraphics: AMD Radeon 6970 NVIDIA GeForce 650M or Intel Iris Pro with 1GB VRAM or betterStorage: 15 GB available spaceAdditional Notes: The following graphics cards are not supported: ATI X1xxx series ATI HD2xxx series Intel GMA series Intel HD3000 NVIDIA 7xxx series NVIDIA 8xxx series NVIDIA 9xxx and NVIDIA 3xx.  This game is not currently supported on volumes formatted as Mac OS Extended (Case Sensitive).
352440,Minimum:OS: Mac OS 10.7.5+Processor: 2 GHz dual coreMemory: 2 GB RAMGraphics: Hardware Accelerated Graphics with dedicated memoryStorage: 350 MB available space,Recommended:OS: Mac OS 10.8Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1GB memoryStorage: 350 MB available space
352450,Minimum:Memory: 3 GB RAMStorage: 3 GB available space,Recommended:Memory: 3 GB RAMStorage: 3 GB available space
352460,Minimum:OS: Version 10.9: MavericksProcessor: Version 10.9: MavericksMemory: 4 GB RAMGraphics: Nvidia 460 GTXStorage: 4 GB available space,Recommended:Memory: 8 GB RAMNetwork: Broadband Internet connectionStorage: 4 GB available space
352520,Minimum:OS: Snow Leopard 10.6.8 or laterProcessor: 2 GHZ Intel Core 2 DuoMemory: 2 GB RAMGraphics: 256MB Nvidia GeForce 9400mNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: Sound CardAdditional Notes: Mouse,Recommended:OS: Yosemite 10.10.3 or laterProcessor: 2.7GHz dual-core Intel Core i5 processorMemory: 4 GB RAMGraphics: 2048 MB NVIDIA GeForce GT 750MNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: Sound CardAdditional Notes: Mouse
352610,Minimum:OS: 10.6Processor: 1GhzMemory: 512 MB RAMGraphics: DirectX or OpenGL compatible cardStorage: 400 MB available space,
352620,Minimum:OS: Mac OSX 10.8 or laterProcessor: 1Ghz or higherStorage: 320 MB available space,
352720,Minimum:OS: TBA,Recommended:OS: TBA
352740,Minimum:OS: OS X 10.6Processor: 1GhzMemory: 512 MB RAMStorage: 121 MB available space,
352760,Minimum:OS: Mac OS X 10.7+Processor: Intel i5Memory: 4 GB RAMGraphics: NVIDIA GeForce GT 330MStorage: 2 GB available space,
352780,Minimum:OS: Mac OS X 10.7Processor: IntelMemory: 1 GB RAMStorage: 300 MB available space,
352790,Minimum:OS: OSX 10.7Processor: Core 2 Duo or higherMemory: 2 GB RAMGraphics: Shader Model 2.0Storage: 300 MB available space,
352890,Minimum:OS: Mac OS X 10.10Processor: 2.0 GHz Dual Core CPUMemory: 4 GB RAMGraphics: Intel HD 4000 Nvidia Geforce 9400M or AMD HD 4700 Graphics CardStorage: 600 MB available spaceSound Card: Mac OS X Compatible Sound CardAdditional Notes: At reduced resolution,Recommended:OS: Mac OS X 10.11Processor: 2.5 GHz Dual Core CPUMemory: 4 GB RAMGraphics: Intel HD 5000 Nvidia Geforce GT 650M or AMD Radeon HD6670 Graphics CardStorage: 600 MB available spaceSound Card: Mac OS X Compatible Sound Card
352950,Minimum:OS: OS X 10.9 and above (64 bits only)Processor: Intel Core i3 2GHz or equivalentMemory: 4 GB RAMGraphics: Dedicated graphics with 1 GB VRAMStorage: 2 GB available space,Recommended:OS: OS X 10.9 and above (64 bits only)Processor: Intel Core i5 2GHz or equivalentMemory: 8 GB RAMGraphics: Dedicated graphics with 2 GB VRAMStorage: 2 GB available space
352960,Minimum:OS: Mac OS X 10.7 and newerProcessor: Dual Core 2.4 GHzMemory: 2 GB RAMGraphics: Intel HD Graphics 4000Storage: 1700 MB available spaceSound Card: Integrated,Recommended:Sound Card: Integrated
353090,Minimum:OS: Mac OS X 10.4Processor: Intel processorMemory: 1024 MB RAMStorage: 220 MB available space,
353130,Minimum:OS: 10.9 MavericksProcessor: Dual-Core 2.4 GHzMemory: 2 GB RAMGraphics: 1024 MB Graphics CardStorage: 4 GB available spaceAdditional Notes: 1280 x 720 or Higher Resolution,
353280,Minimum:OS: Mac OS X v10.7 and aboveProcessor: Intel(r) Core(tm) Duo 1.83GHz or faster processorMemory: 512 MB RAMStorage: 100 MB available spaceAdditional Notes: Performance may vary on older/slower machines.,Recommended:Additional Notes: Mouse recommended.
353300,Minimum:OS: Mac OS 10.6+Processor: 2.4GHz Intel CoreGraphics: -Storage: 210 MB available spaceSound Card: -,
353330,Minimum:OS: 10.6Processor: 1GhzMemory: 1 GB RAMGraphics: DirectX or OpenGL compatible cardStorage: 300 MB available space,
353340,Minimum:OS: Mac OS X 10.7+Memory: 2 GB RAMGraphics: DX9 CapableStorage: 50 MB available space,
353360,Minimum:OS: Mac OS X v10.6 or laterProcessor: Intel Core(tm) Duo 1.83GHz or faster processorMemory: 100 MB RAMGraphics: 512MB of RAM; 128MB of graphics memoryStorage: 10 MB available spaceSound Card: Built-inAdditional Notes: N/A,Recommended:OS: Mac OS X v10.6 or laterProcessor: Intel Core(tm) Duo 1.83GHz or faster processorMemory: 100 MB RAMGraphics: 512MB of RAM; 128MB of graphics memoryStorage: 10 MB available spaceSound Card: Built-inAdditional Notes: N/A
353540,Minimum:OS: OSX 10.8+Processor: 1.8 GhzMemory: 2 GB RAMGraphics: SM2-compatible card ( generally everything made since 2004 should work )Storage: 500 MB available space,
353550,Minimum:OS: MAC OSX v10.6 Snow Leopard or higherProcessor: Quadcore 2.40GHzMemory: 3 GB RAMGraphics: Video card with 512MB of VRAMStorage: 1 GB available space,
353560,Minimum:OS: OSX 10.7+,
353610,Minimum:OS: Mac 10.7 +Processor: 2GHZ Dual CoreMemory: 2 MB RAMGraphics: Hardware accelerated graphics with dedicated memoryStorage: 4 MB available space,
353630,Minimum:OS: OSX 10.8 or newerProcessor: Intel Core i5-3210M (2 * 2500 MHz)  or higherMemory: 4 GB RAMGraphics: Intel HD Graphics 4000 GeForce GT 650M (512MB) or betterStorage: 900 MB available space,
353640,Minimum:OS: Mac OS X 10.7+Processor: 1.7 GHz Intel Core i5Memory: 2 MB RAMGraphics: NVIDIA GeForce 8600M or better / ATi Radeon 2400 or betterStorage: 1 GB available space,
354200,Minimum:OS: 10.7 (Lion) or later.Processor: AnyMemory: 256 MB RAMGraphics: AnyStorage: 200 MB available spaceSound Card: AnyAdditional Notes: Aberoth is online only an internet connection is required to play.,
354230,Minimum:OS: Snow Leopard 10.6.8 or laterProcessor: 1.6 GHz DualCoreMemory: 1 GB RAMGraphics: 256 MB 3D Graphics Card with OpenGL supportStorage: 500 MB available spaceAdditional Notes: Two Button Mouse Recommended,
354240,Minimum:OS: OS X Mountain LionProcessor: 2.0 GHz Dual Core ProcessorMemory: 1 GB RAMGraphics: Integrated Graphics (256MB)Storage: 50 MB available space,
354400,Minimum:OS: Snow LeopardMemory: 2 GB RAMStorage: 1 GB available space,
354480,Minimum:OS: Mac OSX Intel CPU and Leopard 10.5 or later.Processor: 2.4Ghz CPUMemory: 3 GB RAMGraphics: Screen resolution at least 720px high and 1024px wide.Storage: 1 GB available space,
354510,,
354520,,
354530,,
354540,,
354550,,
354560,Minimum:Processor: 512 MB DirectX(r) 9.0c-compliant with Shader Model 3.0 or higherMemory: 4 GB RAMStorage: 250 MB available space,
354640,Minimum:OS: OSX 10.7.5Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: Hardware Accelerated GraphicsStorage: 200 MB available spaceAdditional Notes: Permanent internet connection required,Recommended:OS: OSX 10.10Memory: 4 GB RAMGraphics: Hardware Accelerated Graphics with 1 GB RAMNetwork: Broadband Internet connectionStorage: 200 MB available spaceAdditional Notes: Permanent internet connection required
354650,Minimum:OS: Mountain LionProcessor: Intel Core 2 DuoAdditional Notes: MacBookPro MacBook iMac MacPro and MacMini 2010+,
354680,Minimum:OS: OSX Mountain Lion (10.8)Memory: 2 GB RAMStorage: 1 GB available space,
354810,Minimum:OS: 10.6Processor: i3Memory: 1 GB RAMStorage: 750 MB available space,Recommended:OS: 10.10Processor: i5Memory: 2 GB RAMStorage: 1 GB available space
354910,Minimum:OS: 10.7Processor: 1.4 GHZ IntelMemory: 4 GB RAMGraphics: Intel HD graphics 4000Storage: 1 GB available spaceSound Card: Integrated sound chip or moreAdditional Notes: We recommend using a newer video card. Gamepad recommended.,Recommended:OS: OSX 10.8Processor: 2 GHZ Intel I5 ProcessorMemory: 4 GB RAMGraphics: Intel HD graphics 5000Storage: 1 GB available spaceSound Card: Nvidia or AMD audio sound cardAdditional Notes: We recommend a video card with GDR3. Gamepad recommended.
354950,Minimum:OS: 10.6Processor: 1 GhzMemory: 512 MB RAMStorage: 500 MB available space,
355010,Minimum:OS: Mac OS X 10.7+Memory: 1 GB RAMStorage: 1 GB available space,
355050,Minimum:OS: Mac OS X 10.7+Processor: Core 2 Duo - 2.4 GHzMemory: 2 GB RAMGraphics: OpenGL 2.1+ compatible graphics cardStorage: 400 MB available spaceAdditional Notes: At least one game controller to play local co-op mode.,
355080,Minimum:OS: Mac OS X 10.6 Snow LeopardMemory: 2048 MB RAMStorage: 30 MB available space,
355100,Minimum:OS: 10.9Processor: Core 2 DuoMemory: 2048 MB RAMGraphics: Any Mac Graphics CardStorage: 500 MB available space,Recommended:OS: 10.10Processor: Core i5+Memory: 8192 MB RAMGraphics: 2012 Macbooks and UpStorage: 500 MB available space
355150,Minimum:OS: Mac OS X 10.7+Processor: Dual-core 1.2gHzMemory: 1 GB RAMGraphics: GPU that supports Shader Model 3 and depth texturesStorage: 150 MB available spaceSound Card: Yes,
355180,Minimum:OS: MacOS X 10.7.xProcessor: Dual core Intel processorMemory: 1 GB RAMGraphics: NVIDIA GeForce 8 or higher ATI X1600 or higher or Intel HD 3000 or higherNetwork: Broadband Internet connectionStorage: 4 GB available space,Recommended:OS: MacOS X 10.8.x or higherProcessor: Dual core Intel processor 2GHz or betterMemory: 2 GB RAMNetwork: Broadband Internet connectionStorage: 4 GB available space
355190,Minimum:OS: LeopardProcessor: i5Memory: 8 GB RAMGraphics: Nvidia 500 series and upNetwork: Broadband Internet connectionAdditional Notes: 64 Bit OS required,
355350,Minimum:OS: OSX 10.9 or higherProcessor: Dual Core; 2.2GHzMemory: 2 GB RAMGraphics: Intel(r) HD Graphics 3000Storage: 2 GB available space,
355410,Minimum:OS: Mac OS 10.6+Processor: 2 GHz Dual CoreMemory: 512 MB RAMStorage: 30 MB available space,
355420,Minimum:OS: OS X version Leopard 10.5.8 or laterProcessor: Intel Pentium IV @ 2 GhzMemory: 1 GB RAMGraphics: 512 MB graphics or higherStorage: 500 MB available space,Recommended:OS: OS X version Leopard 10.5.8 or laterProcessor: Intel Core i5 @ 2.5 GhzMemory: 2 GB RAMGraphics: Intel 4600 HD+ or higherStorage: 500 MB available space
355530,Minimum:OS: OS X 10.6.8Memory: 256 MB RAMGraphics: Radeon HD 2400 or comparableStorage: 120 MB available space,
355630,Minimum:OS: OS X 10.8 Mountain Lion or later.Processor: 2.4 GHz or higher (single core or higher).Memory: 2 GB RAMGraphics: OpenGL 2.0 or higher with 512 MB VRAM (NVIDIA or ATI).Storage: 1 GB available space,
355650,Minimum:OS: MAC OS X 10.4 or higherProcessor: Intel Processor 1.3 GHzGraphics: 256 MBStorage: 900 MB available space,
355680,Minimum:OS: OS XProcessor: Quad CoreMemory: 4 GB RAMGraphics: Intel HD 4000Storage: 1 GB available space,
355810,Minimum:OS: Mac OS 10.9+Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: 512 MB NVidia or ATI Graphics CardStorage: 300 MB available space,
355820,Minimum:OS: 10.8 or higherProcessor: Core i5 or i7Memory: 2 GB RAMGraphics: Discrete GPU requiredStorage: 500 MB available space,
355910,Minimum:OS: OS X version 10.6 or laterProcessor: Intel Mac 2 GHzMemory: 1 GB RAMStorage: 300 MB available space,
355970,Minimum:OS: Mac OSX 10.7Processor: Intel i5 1.8 GHzMemory: 4 GB RAMGraphics: Intel HD 5000Storage: 600 MB available space,
355980,Minimum:OS: Mac OS X 10.7Processor: Core 2 DuoMemory: 2 GB RAMGraphics: Graphic Card with at least 256MB of VRAMStorage: 100 MB available space,Recommended:OS: Mac OS X 10.7 or HigherProcessor: 2.4 GHz Quad Core 2.0 (or higher)Memory: 4 GB RAMGraphics: Graphic Card with at least 512MB of VRAMStorage: 300 MB available spaceSound Card: Yes
356000,Minimum:OS: 10.6,
356040,Minimum:OS: 10.8.5Processor: Dual Core CPU or higherMemory: 2 GB RAMGraphics: Nvidia GeForce GT 330M AMD Radeon HD 5750M Intel HD Graphics 4000 or aboveStorage: 700 MB available space,
356050,Minimum:OS: 10.9.5 Mavericks or laterProcessor: Quad Core CPUMemory: 8 GB RAMGraphics: GeForce GTS 450 / Radeon HD 6770Storage: 1 GB available spaceAdditional Notes: Compatible controllers for Mac OS are the Sony Dualshock 4 controller. Other controllers may well work but have not been thoroughly tested.,
356070,Minimum:OS: Mac OS 10.7+Processor: 2.4 GHz Intel Core 2 Duo or betterMemory: 1 GB RAMGraphics: OpenGL 3.2 compatible GPU with at least 256MB of VRAMStorage: 500 MB available spaceAdditional Notes: PS4 or Xbox 360 Controller,Recommended:OS: Mac OS 10.7+Processor: 2.8 GHz Intel Core 2 Duo or betterMemory: 2 GB RAMGraphics: OpenGL 3.2 compatible GPU with at least 512MB of VRAMStorage: 500 MB available spaceAdditional Notes: PS4 or Xbox 360 Controller
356090,Minimum:OS: OS X 10.7Processor: Core 2 Duo processorMemory: 2 GB RAMGraphics: NVIDIA GeForce 320Storage: 1 GB available space,
356200,Minimum:OS: OSX El Capitan 64-bitProcessor: x86 compatible with SSEMemory: 25 MB RAMGraphics: OpenGL 2.1 with ARB_framebuffer_blit extensionStorage: 10 MB available space,Recommended:OS: OSX El Capitan 64-bitProcessor: x86 compatible with SSEMemory: 128 MB RAMGraphics: OpenGL 2.1 with ARB_framebuffer_blit extensionStorage: 10 MB available space
356210,Minimum:OS: OS X Leopard 10.7Processor: 1.0 GHz ProcessorMemory: 512 MB RAMGraphics: 3D graphics card or onboard graphics compatible with OpenGLStorage: 800 MB available spaceSound Card: 100% CoreAudio compatible card or onboard sound,Recommended:OS: OS X Leopard 10.7 or newerProcessor: 1.5 GHz ProcessorMemory: 1 GB RAMGraphics: 3D graphics card or onboard graphics compatible with OpenGLStorage: 800 MB available spaceSound Card: 100% CoreAudio compatible card or onboard sound
356250,Minimum:OS: OSX 10.8 or higherMemory: 2 GB RAMGraphics: 3D graphics card or integrated graphics chip with OpenGL 3.0 supportStorage: 400 MB available space,
356370,Minimum:Processor: 1 GHz or higherNetwork: Broadband Internet connection,
356380,Minimum:OS: Mac OSX 10.7.XProcessor: 2.0 GHz IntelMemory: 4 GB RAMGraphics: 512 MB NVidia or ATI graphics cardStorage: 250 MB available spaceAdditional Notes: Not recommended for Intel GMA Graphics or Mac Minis or early-generation MacBooks,Recommended:OS: Mac OSX 10.10Processor: 2.0 GHz IntelMemory: 4 GB RAMGraphics: 512 MB NVidia or ATI graphics cardStorage: 250 MB available spaceAdditional Notes: Not recommended for Intel GMA Graphics or Mac Minis or early-generation MacBooks
